category      count  postdate    writer      title                                                                        summary                                                                                                                                         link
----------  -------  ----------  ----------  ---------------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------
good           3680  2018.10.12  KBS         친구들이 만든 ‘윤창호法’ 발의…“음주 운전 처벌 강화”                          [앵커]지난 달 부산 해운대에서 만취 운전자가 몰던 차량에 치어 아직도 의식을 회복하지 못하고 있는 윤창…                                           /main/ranking/read.nhn?rankingType=popular_like&oid=056&aid=0010628865
good           1083  2018.10.12  JTBC        문 대통령 "북한 NLL 인정, 대전환"…야당, 국감장 공세                          [앵커]남북 군사합의를 두고 자유한국당 등 일부 정치권에서는 NLL을 포기한 거라는 의혹을 제기하고 있습니다. 문재인 대통령은 이와 관련해 "평화…     /main/ranking/read.nhn?rankingType=popular_like&oid=437&aid=0000193507
good            769  2018.10.12  뉴스1       [국감]백종원 '국정감사도 웃으며'                                             (서울=뉴스1) 임세영 기자 = 백종원 더본코리아 대표가 12일 서울 여의도 국회에서 열린 산업통상자원중소벤처기업위원회 국정감사에 참고인 신분으로 …  /main/ranking/read.nhn?rankingType=popular_like&oid=421&aid=0003634504
good            647  2018.10.12  동아일보    [단독]美, 한국 은행들에 ‘北제재 준수’ 경고 보냈다                            [동아일보]美 재무부 對北제재담당 고위관료, 남북 평양선언 직후 6, 7곳 접촉농협 금강산 지점 재개 등 캐물어… 수차례 “너무 앞서가지 말라” 단속도…   /main/ranking/read.nhn?rankingType=popular_like&oid=020&aid=0003174224
good            584  2018.10.12  뉴스1       [국감초점]백종원 '출점자제'?…"먹자골목-골목상권 구분부터"(종합)              백종원 더본코리아 대표가 12일 서울 여의도 국회에서 열린 산업통상자원중소벤처기업위원회 국정감사에 참고인 신분으로 출석해 의원들의 질의에 답하…  /main/ranking/read.nhn?rankingType=popular_like&oid=421&aid=0003634864
good            544  2018.10.12  뉴스1       文대통령, 내일 유럽순방…키워드는 'BTS·교황·아셈'                             문재인 대통령과 김정숙 여사.2018.3.22/뉴스1 © News1 이재명 기자(서울=뉴스1) 조소영 기자 = 문재인 대통령이 13일부터 21일까지 7박9일간 유럽 5…    /main/ranking/read.nhn?rankingType=popular_like&oid=421&aid=0003634530
good            534  2018.10.12  한겨레21    평화로 가는 여러 갈래 길                                                     [한겨레21] 교황 평양 방문 성사되면 북–미 협상 강력한 촉매제문재인 대통령이 지난 9월19일 오후 평양 옥류관에서 오찬을 함께한 뒤 방북에 …          /main/ranking/read.nhn?rankingType=popular_like&oid=036&aid=0000040601
good            523  2018.10.12  경향신문    문 대통령 “종전선언, 시기의 문제일 뿐 반드시 될 것”                          문재인 대통령은 12일 “종전선언은 시기의 문제일 뿐, 반드시 될 것이라고 믿는다”고 말했다.문 대통령은 이날 오전 유럽 순방을 앞두고 청와대에서 영…  /main/ranking/read.nhn?rankingType=popular_like&oid=032&aid=0002898734
good            348  2018.10.13  연합뉴스    "샌프란시스코 위안부 기림비 지켜낼 것"…美·日 단체 공동성명                   日 오사카시 거듭된 철거 요구에 "태평양 사이에 두고 연대할 것"(로스앤젤레스=연합뉴스) 옥철 특파원 = 미국 대도시에 처음 세워진 샌프란시스코 위…   /main/ranking/read.nhn?rankingType=popular_like&oid=001&aid=0010397452
